text,date
"we cannot let the cure be worse than the problem itself. at the end of the 15 day period, we will make a decision as to which way we want to go!",2020-03-22 23:50:20-04:00
"i watch and listen to the fake news, cnn, msdnc, abc, nbc, cbs, some of fox (desperately &amp; foolishly pleading to be politically correct), the @nytimes, &amp; the @washingtonpost, and all i see is hatred of me at any cost. don’t they understand that they are destroying themselves?",2020-03-22 23:28:00-04:00
"my friend (always there when i’ve needed him!), senator @randpaul, was just tested “positive” from the chinese virus. that is not good! he is strong and will get better. just spoke to him and he was in good spirits.",2020-03-22 21:20:08-04:00
president @realdonaldtrump gave an update on the medical equipment and supplies being moved from our federal stockpile to the areas of greatest need. https://t.co/fvbcfmd3xh,2020-03-22 20:38:30-04:00
".@fema_pete: fema is providing critical support to the coronavirus response efforts of state, local, and tribal governments. https://t.co/6pbfuuh0sl",2020-03-22 20:38:25-04:00
thank you to the american people who are responding to president @realdonaldtrump’s 15 days to slow the spread guidelines and are doing their part to keep everyone safe. https://t.co/tgovbhr8nk,2020-03-22 20:38:19-04:00
"president @realdonaldtrump: ""we're enduring a great national trial, and we will prove that we can meet the moment ... no american is alone as long as we are united."" https://t.co/mbdwe6zoqx",2020-03-22 20:38:14-04:00
"“as long as i am your president, you can feel confident that you have a leader who will always fight for you...and i will not stop until we win."" @potus @realdonaldtrump https://t.co/ojyhjomgbh",2020-03-22 20:37:47-04:00
"the hard working men and women of @ups are working overtime to maintain our supply chain and deliver medical supplies to those in need. your work is critical to the health of our nation, keep it up!",2020-03-22 13:32:30-04:00
".@jbpritzker, governor of illinois, and a very small group of certain other governors, together with fake news @cnn &amp; concast (msdnc), shouldn’t be blaming the federal government for their own shortcomings. we are there to back you up should you fail, and always will be!",2020-03-22 12:14:59-04:00
so awesome to see florida businesses stepping up to help our neighbors like this.   this is the strong spirit of community that makes america great! 🇺🇸 #inittogether https://t.co/kkwqlnkbbw,2020-03-22 12:07:36-04:00
rt to thank those who are keeping the shelves stocked and the deliveries coming.  → truck drivers → postal workers → supermarket employees,2020-03-22 12:07:06-04:00
working very well with states and our nation’s governors. #teamwork,2020-03-22 10:52:09-04:00
thank you to fred smith and @fedex for the rapid emergency deliveries you are making all over our nation. keep it going!,2020-03-22 10:49:27-04:00
"ford, general motors and tesla are being given the go ahead to make ventilators and other metal products, fast! @fema  go for it auto execs, lets see how good you are? @repmarkmeadows @gopleader @senatemajldr",2020-03-22 10:25:16-04:00
"senate republicans’ proposal, the coronavirus aid, relief, and economic security act, will get cash assistance in the hands of individuals and families and rush urgent relief for small businesses and their employees: https://t.co/telcefryds",2020-03-22 09:34:18-04:00
"senate republicans and @potus have a common goal: to get relief to american workers, families, &amp; small businesses as rapidly as possible.   we’re going to stay at this until we can pass a bipartisan bill out of the senate. https://t.co/1xo81bygt7",2020-03-22 09:34:06-04:00
the cares act would deliver direct financial help. senate republicans want to put cash in americans’ hands.   no tangled washington process. no piles of forms for laid-off workers or families to fill out.   money for hardworking families. from the middle class on down. period. https://t.co/kbxeairqxr,2020-03-22 09:29:18-04:00
our senate proposal would provide the quickest possible access to desperately-needed liquidity for small businesses across our nation.   a rapid injection of cash to help small businesses survive this crisis and help workers continue to get paid. https://t.co/r8vd1ha87a,2020-03-22 09:29:02-04:00
"laid-off workers cannot wait. struggling main street businesses cannot wait. our hospitals and health centers cannot wait.   this crisis is moving fast.   the senate is here, we are working, and we need to deliver.",2020-03-22 09:28:47-04:00
senate republicans’ cares act would continue to push resources to the front lines of the medical battle against this virus. https://t.co/7ixe0vymxs,2020-03-22 09:28:31-04:00
"small businesses, working families, and medical responders across this country have made it clear: they need help now.   that's why the senate is working toward a bipartisan agreement on bold, urgent relief.",2020-03-22 09:28:17-04:00
"kentucky’s state motto is “united we stand, divided we fall.” i’m inspired by all the kentuckians who are stepping up to serve their neighbors and showing washington how it’s done.   united we stand — even if we have to stand six feet apart for a few weeks. https://t.co/vsysj34wv1",2020-03-22 09:27:38-04:00
more americans are being laid off every day. more small businesses are being forced to shed payroll every day. our nurses and doctors need key supplies.   nobody should view this as political opportunity for either side. this is a national emergency.   it is time to come together,2020-03-22 09:27:21-04:00
"the past two days of intense bipartisan talks are very close to a resolution. an update on the coronavirus aid, relief, &amp; economic security act: https://t.co/khb2rjhkjx",2020-03-22 09:27:04-04:00
"biden and bernie are ""both heading toward the socialist cliff, just in different vehicles. bernie’s is a red ferrari, while joe’s is more like a red bus with 'no malarkey' on the side. same road, same cliff. different speeds."" https://t.co/7p88yfhiov",2020-03-22 09:25:44-04:00
tomorrow join us #exclusive ⁦@sundayfutures⁩ ⁦@foxnews⁩ 10am et #live ⁦@whitehouse⁩ peter navarro ⁦@marcorubio⁩ ⁦@warroom2020⁩ steve bannon ⁦⁦@jnjnews⁩ ceo alex gorsky &amp; ⁦@dhs_wolf⁩ #chinavirus #coronavirus latest #stimulous https://t.co/ta9nojareg,2020-03-22 09:25:00-04:00
laid-off workers cannot wait. small businesses cannot wait.  at @realdonaldtrump’s direction we’re working around the ⏰ w/ the senate &amp; will deliver relief to struggling americans as we fight this virus. #inittogether  @marcorubio @senatorcollins @senatemajldr @stevenmnuchin1 https://t.co/uhtslyu7q0,2020-03-22 06:27:39-04:00
together we will win this war against coronavirus.    “this has been a week of national action and of great national solidarity.” — @realdonaldtrump https://t.co/whlivq4xbh,2020-03-22 06:27:05-04:00
"president @realdonaldtrump: ""governors, mayors, businesses, charities, and citizens are all working with urgency and speed toward one common goal, which is saving american lives."" https://t.co/ypymnq0zwc",2020-03-22 06:26:49-04:00
"we encourage every american to listen to their state and local authorities and follow president @realdonaldtrump’s coronavirus guidelines so you can protect your health, protect your family’s health, and #slowthespread. https://t.co/ouf42llrph",2020-03-22 06:26:37-04:00
"yesterday, president @realdonaldtrump spoke with 12,000 small businesses—the economic engine of our country.  the trump administration is doing everything within its power to support them and their employees. https://t.co/tzzkyc78xr",2020-03-22 06:26:23-04:00
"president @realdonaldtrump signed legislation providing american workers with paid sick leave and paid family medical leave, at no cost to employers, and free tests for those that need it. https://t.co/oknknurq6a",2020-03-22 06:26:16-04:00
"""democrats and republicans in congress are finding common ground and joining with president @realdonaldtrump in a bipartisan effort to respond to the surprise attack on our health and our economy by the #coronavirus"" -  @david_bossie   https://t.co/e8knwwuvxr",2020-03-22 06:25:46-04:00
great reminder from @realdonaldtrump:   “every american has a role to play in defending our nation… stay at home and save lives.” https://t.co/d2mx8ymm5l,2020-03-22 06:25:10-04:00
"better be #option2bernie  if he means what he said, then he should fight with us  joe biden is a death sentence for us all  biden  will lose to trump   ffs",2020-03-22 06:20:36-04:00
@teamcavuto @ltgrusselhonore coronavirus or no coronavirus preident @realdonaldtrump hands down should be re-elected based on his policies.  what a ridiculous thought not to vote for president trump  because of a virus. his policies are still the best for the people &amp; country.  dem policies destroy the good.,2020-03-22 06:17:44-04:00
@teamcavuto @ltgrusselhonore @thedemocrats hysteria will ruin the us.,2020-03-22 06:16:11-04:00
.@senjohnbarrasso to neil: you have to be very concerned with your words and i'd expect much better from the senate minority leader https://t.co/elnls5g218,2020-03-22 06:12:57-04:00
".@senjohnkennedy to guest host @cvpayne: our economy is going to take a short-term hit from the covid-19 outbreak, but i don't think it will be long-term https://t.co/vymfql4hdt",2020-03-22 06:12:33-04:00
"the trump administration is considering providing direct financial relief to individuals affected by the #coronavirus. former reagan economist art laffer says a payroll tax cut would be a more helpful, longer-lasting #stimulus. what do you think? #covid19 #markets #varneyco https://t.co/jwpmn5t8o8",2020-03-22 06:09:57-04:00
one major side effect of this economic free-fall is that oil and gas prices are at their lowest point in 18 years. some areas are reporting prices of 99 cents per gallon. we asked gas buddy analyst patrick de haan: how low will these prices go? #gas #oil #energy #varneyco https://t.co/c9dxcrufyj,2020-03-22 06:09:43-04:00
"excuse me, i want to interrupt the onslaught of negativity tonight and remind everyone there is no such thing as ""false hope.""  america is the result of so-called false hope.  let's get it together and stay strong.",2020-03-22 06:05:05-04:00
why tom cotton and others are right to question where coronavirus started | the national interest ⁦@sundayfutures⁩ ⁦@foxnews⁩ ⁦@morningsmaria⁩ ⁦@foxbusiness⁩  https://t.co/oadgcyzbft,2020-03-22 06:03:58-04:00
my friend @repriggleman just converted his family distillery into a hand sanitizer manufacturing facility.   another great example of service to those in need right now. thank you denver! #inittogether https://t.co/l97lyeyerk,2020-03-22 06:01:15-04:00
"today i spoke with our nation’s small businesses, which employ nearly half of america’s workforce. we are taking the most aggressive action in history to deliver fast relief to your businesses and workers. we will always protect our small businesses! @sbagov https://t.co/lf3y5ij4hd",2020-03-22 06:00:28-04:00
"the trump administration is working hard to help small businesses get through this difficult time.  for small business owners needing disaster loan assistance, click here: https://t.co/uz7sjlu7dr",2020-03-22 05:58:27-04:00
thank you @jennpellegrino @oann https://t.co/5tlc8lpyip,2020-03-22 05:55:05-04:00
conference chairman @senjohnbarrasso:  we have people all across this country—through no fault of their own—are out of work.  this is a rescue operation for our country.  we need immediate relief for people all across america.  we're working straight through the weekend. https://t.co/0tq8ovgq5r,2020-03-22 05:47:30-04:00
"""this is a good time to be extra kind to one another.""  sen. hawley and erin share a message of encouragement as we face uncertain times. https://t.co/o4dao3qfhx",2020-03-22 05:46:46-04:00
a quick update from washington about what we are doing to provide the necessary resources to protect the american people against covid-19. #twowithtim   watch on facebook:  https://t.co/6w90yrwcvh   watch on igtv:  https://t.co/sntfndz12c https://t.co/2ecsfjkg5a,2020-03-22 05:45:37-04:00
"remember the best places to stay up to date with the latest #covid19 developments: @whitehouse, @cdcgov, @healthyoklahoma, @govstitt and the current issues page on my website at https://t.co/oz9bf4oyva.",2020-03-22 05:45:21-04:00
"we all need to do our part, stay inside and promote social distancing. this is the best thing we can do to stem the spread of the #coronavirus.  i chose to self-quarantine to protect my family, my staff, and my community. who do you #stayhomefor?",2020-03-22 05:44:37-04:00
i hope you’ll  join me in thanking the folks working around the clock to keep the food supply chain moving and the shelves stocked during this national crisis. https://t.co/h2jm6d2lf5,2020-03-22 05:44:26-04:00
"over the past week, blood centers throughout the country have experienced a significant drop in donations due to #covid19. if you're healthy, your blood donation is needed. today, a few of my staff gave blood. thank you to all the nurses and volunteers. we're all in this together https://t.co/fesnapcioc",2020-03-22 05:44:16-04:00
"the chinese communist party, russia, iran, and bad actors around the world are spreading misinformation and lies about the coronavirus. https://t.co/eugrewkqe7",2020-03-22 05:43:55-04:00
"hearing a lot about texts from ""friends at dhs"" or ""friends with connections at dhs"" that say dhs is planning a national lock down.   this is not true.   do not believe the disinformation campaigns. please do not pass it along. use trusted local and federal government sources.",2020-03-22 05:43:19-04:00
appreciate the opportunity to talk with georgia hospital association members about the #coronavirus response and how we can help. https://t.co/pvrnelq4fe,2020-03-22 05:42:50-04:00
"psa: text messages and emails about national quarantines are absolutely false and started by those wanting to cause fear and confusion in our country. continue to listen to cdc, https://t.co/i9svvyqgmm and your state/local officials for latest updates and definitive guidance.",2020-03-22 05:42:35-04:00
"to the health care workers on the frontlines.  to postal carriers, truck drivers &amp; supermarket employees.  to those staying home.  to the businesses giving back.  to those washing their hands.  to those social distancing.  to those showing the best of our nation.  thank you! 🇺🇸 https://t.co/snb43pp5cp",2020-03-22 05:42:06-04:00
"hydroxychloroquine &amp; azithromycin, taken together, have a real chance to be one of the biggest game changers in the history of medicine. the fda has moved mountains - thank you! hopefully they will both (h works better with a, international journal of antimicrobial agents).....",2020-03-22 00:15:37-04:00
"....be put in use immediately. people are dying, move fast, and god bless everyone! @us_fda @stevefda @cdcgov @dhsgov",2020-03-22 00:15:33-04:00
.@potus signed legislation today that will maintain educational benefits for veterans and their families impacted by the coronavirus outbreak https://t.co/imb6mpudea,2020-03-21 23:58:09-04:00
earlier today @realdonaldtrump announced the tremendous work @hanes is doing to produce masks.   this evening i learned my daughters dance costume seamstress @mothercristina halted costume production to make reusable medical masks.   all americans are working to combat covid-19 https://t.co/vyekbi9vs0,2020-03-21 23:44:25-04:00
.@cvspharmacy waiving charges for home delivery of prescription medications due to the covid-19 pandemic. learn more: https://t.co/2jncegfpeh #covid19,2020-03-21 23:40:36-04:00
